Workout Title,Category,Routine Link,Tables,Main Goal,Workout Type,Training Level,Program Duration,Days Per Week,Time Per Workout,Equipment Required,Target Gender,Recommended Supps
,,,,Lose Fat,Split,Intermediate,6 weeks,5,45-70 minutes,"Barbell, Bodyweight, Cables, Dumbbells, Machines, Other",Male & Female,"Protein Powder, Multivitamin, Greens Powder, Protein Bars"
,,,,Lose Fat,Full Body,Intermediate,6 weeks,3,45-75 minutes,"Barbell, Bodyweight, Dumbbells",Male & Female,
,,,,Lose Fat,Split,Advanced,8 weeks,6,75-90 minutes,"Barbell, Bodyweight, Cables, Dumbbells, Machines",Male,"Protein Powder, Carbohydrates, Creatine, Fish Oil, ZMA, PreWorkout (Optional)"
,,,,Lose Fat,Split,Advanced,12 weeks,5,60-90 minutes,"Barbell, Bodyweight, Cables, Dumbbells, EZ Bar, Machines, Other",Male,
,,,,Lose Fat,Split,Intermediate,12 weeks,5,30-90 minutes,"Barbell, Cables, Dumbbells, EZ Bar, Machines",Female,"Whey Protein Isolate, Women's Multi, Fish Oil, Fat Burner (optional)"
,,,,Lose Fat,Full Body,Intermediate,3 weeks,4,30-60 minutes,"Barbell, Bodyweight, Dumbbells, Machines, Other",Male & Female,"ALLWHEY CLASSIC, AMINOCUTS"
,,,,General Fitness,Split,Beginner,8 weeks,3,15-30 minutes,"Bodyweight, Other",Male & Female,"Whey Protein Isolate, Multivitamin, CLA"
,,,,Build Muscle,Single Muscle Group,Intermediate,12 weeks,4,10-20 minutes,"Barbell, Bodyweight, Cables, Exercise Ball",Male & Female,"Protein Powder, Fish Oil, Green Tea"
,,,,Build Muscle,Split,Intermediate,12 weeks,4,45-70 minutes,"Barbell, Bodyweight, Dumbbells",Male,"Protein Powder, Creatine Monohydrate, Multivitamin, Pre-Workout (optional)"
,,,,Build Muscle,Split,Intermediate,12 weeks,5,60-90 minutes,"Barbell, Bodyweight, Cables, Dumbbells, Machines",Male,
,,,,Lose Fat,Full Body,Intermediate,12 weeks,3,30-45 minutes,"Barbell, Kettle Bells, Other",Male & Female,
,,,,Build Muscle,Split,Intermediate,6 weeks,4,60-75 minutes,"Barbell, Bodyweight, Dumbbells, Machines",Male & Female,"Pre-Workout (energy), BCAAs (recovery), Protein Powder (recovery), Carbohydrates (post-workout)"
,,,,Build Muscle,Split,Beginner,4 weeks,3,60-90 minutes,"Bands, Barbell, Bodyweight, Cables, Dumbbells, Machines, Medicine Ball, Other",Male & Female,
,,,,Lose Fat,Split,Beginner,12 weeks,5,30-60 minutes,"Barbell, Bodyweight, Cables, Dumbbells, EZ Bar, Medicine Ball",Male & Female,"Gold Standard Whey, Gold Standard Pre-Workout, Amino Energy, Creatine, ZMA, Gold Standard Casein"
,,,,Build Muscle,Split,Intermediate,4 weeks,4,45-60 minutes,"Barbell, Bodyweight, Cables, Dumbbells, Machines, Medicine Ball",Male,
,,,,Build Muscle,Split,Advanced,8 weeks,6,45-75 minutes,"Barbell, Bodyweight, Cables, Dumbbells, EZ Bar, Machines",Male & Female,"Whey Protein, Vitamin D, Multivitamin, Fish Oil, Creatine"
,,,,Increase Strength,Split,Intermediate,8 weeks,4,60-90 minutes,"Barbell, Bodyweight, Cables, Dumbbells, Other",Female,"Whey Protein, Protein Bars, Multi-Vitamin"
,,,,Build Muscle,Split,Advanced,10 weeks,5,45-75 minutes,"Barbell, Cables, Dumbbells, EZ Bar, Machines, Other",Male,
,,,,Build Muscle,Split,Intermediate,12 weeks,5,30-60 minutes,"Barbell, Bodyweight, Dumbbells, Machines",Male,"Whey Protein Shake, Creatine Monohydrate, BCAA Powder, Multivitamin"
,,,,Lose Fat,Full Body,Beginner,6 weeks,4,60-90 minutes,"Bodyweight, Dumbbells, Other",Male,
,,,,Lose Fat,Full Body,Intermediate,12 weeks,7,45-75 minutes,"Barbell, Bodyweight, Cables, Dumbbells, EZ Bar, Kettle Bells, Medicine Ball",Female,"Whey Protein Isolate, Women's Multi, Fish Oil, Pre-Workout (optional), Fat Burner (optional)"
,,,,Build Muscle,Split,Advanced,12 weeks,4,90-120 minutes,"Barbell, Cables, Dumbbells",Male & Female,"Endorush, AMINOx, Syntha-6, Syntha-6 Crisp Bars, R3BUILD Edge"
,,,,Build Muscle,Full Body,Beginner,8 weeks,4,60-90 minutes,"Barbell, Bodyweight, Cables, Dumbbells, Machines",Male & Female,
,,,,Build Muscle,Split,Beginner,12 weeks,4,45-70 minutes,"Barbell, Bodyweight, Cables, Dumbbells, Kettle Bells, Medicine Ball, Other",Male,"Protein Powder, Creatine Monohydrate, Multivitamin, Fish Oil"
,,,,Build Muscle,Split,Intermediate,12 weeks,7,60-90 minutes,"Barbell, Bodyweight, Cables, Dumbbells, EZ Bar, Other",Male,"Protein Powder, Creatine Monohydrate, Beta-Alanine, Carbohydrates"
,,,,Build Muscle,Full Body,Beginner,6 weeks,3,60-75 minutes,"Barbell, Bodyweight, Dumbbells, EZ Bar, Machines",Male & Female,"Whey Protein, Creatine, Vitamin Pack, Intra-Workout"
,,,,Lose Fat,Split,Intermediate,12 weeks,6,60-90 minutes,"Bands, Barbell, Bodyweight, Cables, Dumbbells, Exercise Ball, Machines",Male & Female,"Whey Protein, Vitamin D, Multivitamin, Fish Oil, Creatine"
,,,,Build Muscle,Split,Beginner,6 weeks,4,45-60 minutes,"Barbell, Bodyweight, Dumbbells, Machines",Male,"Pre-Workout (optional), Branched Chains (intra), Whey Protein Isolate, Waxy Maize (post), Multivitamin Packs, Fish Oil"
,,,,Build Muscle,Split,Advanced,12 weeks,5,45-60 minutes,"Barbell, Bodyweight, Cables, Dumbbells, Machines",Male,"Nitro-Tech Protein, Hydroxycut Elite Series"
,,,,Build Muscle,Split,Advanced,12 weeks,6,45-70 minutes,"Barbell, Bodyweight, Cables, Dumbbells, EZ Bar, Machines",Male,"Protein Powder, Creatine Monohydrate, Multivitamin, Weight Gainer (optional), Pre-Workout (optional), Test Booster (optional)"
,,,,Build Muscle,Full Body,Beginner,8 weeks,3,25-30 minutes,Dumbbells,Male & Female,"Whey Protein, Protein Bars (Optional), Multivitamin, Fish Oil"
,,,,Build Muscle,Full Body,Beginner,12 weeks,3,30-45 minutes,"Barbell, Bodyweight, Cables, Dumbbells, Machines",Male & Female,"Whey Protein, Multivitamin, Fish Oil"
,,,,Build Muscle,Split,Beginner,8 weeks,6,45-70 minutes,"Bodyweight, Cables, Dumbbells, Machines",Male & Female,"Protein Powder, Multi Vitamin, Fish Oil, Creatine Monohydrate, Protein Bars"
,,,,Build Muscle,Full Body,Beginner,20 weeks,3,30-45 minutes,"Barbell, Bodyweight, Cables, Dumbbells, EZ Bar",Male & Female,"Weight Gain Shake, Creatine Monohydrate, Pre-Workout Drink, Sport Multivitamin"
,,,,Build Muscle,Split,Beginner,8 weeks,3,45-70 minutes,"Cables, Dumbbells, Machines",Male & Female,
,,,,Build Muscle,Split,Beginner,4 weeks,4,60-75 minutes,"Barbell, Bodyweight, Cables, Dumbbells, Machines, Other",Male & Female,"Protein Powder, Creatine, Fish Oil, Vitamin D"
,,,,Build Muscle,Split,Intermediate,10 weeks,5,45-60 minutes,"Barbell, Bodyweight, Cables, Dumbbells, EZ Bar, Machines",Male & Female,"Whey Protein, Casein Protein, Creatine Monohydrate, Fish Oil"
,,,,Build Muscle,Split,Intermediate,10 weeks,5,60-90 minutes,"Barbell, Bodyweight, Cables, Dumbbells, EZ Bar, Machines",Male,"Whey Protein, Creatine, Beta-Alanine, Citrulline Malate, Multivitamin"
,,,,Build Muscle,Split,Intermediate,12 weeks,4,60 minutes,"Barbell, Cables, Dumbbells, EZ Bar, Machines",Male & Female,"Protein Powder, Pre-Workout (optional), Multivitamin, Fish Oil, Creatine Monohydrate"
,,,,General Fitness,Full Body,Beginner,6 weeks,4,60-75 minutes,"Barbell, Bodyweight, Dumbbells, Foam Roll",Male & Female,"NitroTech, NitroTech Crunch Bar, Platinum Fish Oil, Vapor (Optional)"
,,,,Lose Fat,Split,Intermediate,8 weeks,5,45-70 minutes,"Barbell, Bodyweight, Cables, Dumbbells, EZ Bar, Machines, Other",Male & Female,
,,,,Lose Fat,Split,Intermediate,12 weeks,4,45-60 minutes,"Barbell, Bodyweight, Cables, Dumbbells, EZ Bar, Machines",Male & Female,"ISOFLEX, AminoCuts, RapidCuts, Impact Igniter, VitaStack"
,,,,Build Muscle,Split,Intermediate,8 weeks,5,60-90 minutes,"Barbell, Bodyweight, Cables, Dumbbells, EZ Bar, Machines",Male,"Protein Powder, Creatine Monohydrate, Multivitamin, Weight Gainer (optional), Pre-Workout (optional)"
,,,,Build Muscle,Split,Intermediate,6 weeks,4,45-60 minutes,"Barbell, Bodyweight, Cables, Dumbbells, Machines",Male,"Titanium Whey, BCAA Boosted, Launch Reloaded"
,,,,Build Muscle,Split,Intermediate,12 weeks,4,45-70 minutes,"Barbell, Bodyweight, Dumbbells",Male,"Protein Powder, Creatine Monohydrate, Multivitamin, Pre-Workout (optional)"
,,,,Build Muscle,Full Body,Intermediate,12 weeks,5,30-45 minutes,"Barbell, Bodyweight, Cables, Dumbbells, Machines",Male & Female,
,,,,Build Muscle,Full Body,Intermediate,12 weeks,3,60-90 minutes,"Barbell, Bodyweight, Dumbbells",Male,"Protein Powder, Multi Vitamin"
,,,,Build Muscle,Single Muscle Group,Intermediate,8 weeks,1,30-45 minutes,"Bodyweight, Dumbbells, EZ Bar",Male & Female,
,,,,Build Muscle,Single Muscle Group,Intermediate,8 weeks,2,75-90 minutes,"Barbell, Bodyweight, Cables, Dumbbells, EZ Bar",Male & Female,
,,,,Build Muscle,Single Muscle Group,Advanced,6 weeks,1,45-60 minutes,"Barbell, Cables, Dumbbells",Male & Female,
,,,,Increase Strength,Single Muscle Group,Intermediate,9 weeks,2,,"Barbell, Machines",Male & Female,"C4 Ultimate Strength, COR-Performance Creatine, C4 Sport Strength"
,,,,Sports Performance,Full Body,Beginner,20 weeks,2,30 minutes,"Bands, Bodyweight, Cables, Dumbbells, Exercise Ball, Machines, Medicine Ball",Male & Female,
,,,,Sports Performance,Sports Training,Beginner,12 weeks,4,60-75 minutes,"Barbell, Bodyweight, Cables, Dumbbells, Other",Male & Female,"NeuroCore (pre-workout), Amino Build (during workout), Cell-Tech (post-workout), Nitro-Tech (post-workout), Mass-Tech (between meals)"
,,,,Lose Fat,Split,Beginner,6 weeks,4,30-60 minutes,Bodyweight,Male & Female,"Protein Powder, BCAA's, Fish Oil"
,,,,Build Muscle,Full Body,Beginner,6 weeks,1,30-45 minutes,Bodyweight,Male & Female,
,,,,Lose Fat,Full Body,Beginner,12 weeks,2,25-35 minutes,Bodyweight,Male & Female,"Protein Powder, BCAA's, Beta-Alanine"
,,,,Build Muscle,Full Body,Beginner,8 weeks,3,30-45 minutes,"Bodyweight, Exercise Ball, Kettle Bells, Other",Male & Female,
,,,,Increase Endurance,Full Body,Beginner,6 weeks,3,15-30 minutes,Bodyweight,Male & Female,Protein Powder (post-workout)
,,,,Build Muscle,Split,Beginner,8 weeks,4,45-60 minutes,"Barbell, Bodyweight, Dumbbells, Machines",Male & Female,"Pre-Workout (optional), Creatine, Fish Oil, Casein Protein Powder, Whey Protein Powder, Sleep Enhancer"
,,,,Build Muscle,Single Muscle Group,Intermediate,8 weeks,1,45-60 minutes,"Barbell, Cables, Dumbbells, Machines",Male,"IsoFlex, AminoCore, Impact Igniter, Creatine"
,,,,Build Muscle,Single Muscle Group,Intermediate,8 weeks,1,45-60 minutes,"Barbell, Bodyweight, Cables, Dumbbells, Machines, Other",Male & Female,
,,,,Build Muscle,Split,Beginner,0 weeks,4,,"Barbell, Dumbbells, EZ Bar",Male & Female,
,,,,Build Muscle,Single Muscle Group,Advanced,3 weeks,1,45-70 minutes,"Barbell, Bodyweight, Cables, Dumbbells, Machines",Male,"ISOFLEX, AMINOCORE, IMPACT IGNITER"
,,,,Build Muscle,Split,Intermediate,12 weeks,5,45-60 minutes,"Bodyweight, Dumbbells",Male & Female,"Whey Protein, Protein Bars (Optional), Multivitamin, Fish Oil"
,,,,Build Muscle,Full Body,Beginner,8 weeks,3,25-30 minutes,Dumbbells,Male & Female,"Whey Protein, Protein Bars (Optional), Multivitamin, Fish Oil"
,,,,Build Muscle,Split,Beginner,12 weeks,4,45-60 minutes,"Bodyweight, Dumbbells",Male & Female,"Whey Protein, Protein Bars (Optional), Multivitamin, Fish Oil"
,,,,Build Muscle,Split,Intermediate,12 weeks,6,45-70 minutes,Dumbbells,Male & Female,"Whey Protein, Protein Bars (Optional), Multivitamin, Fish Oil"
,,,,Build Muscle,Full Body,Beginner,6 weeks,1,30-45 minutes,Bodyweight,Male & Female,
,,,,Lose Fat,Full Body,Beginner,4 weeks,3,30-45 minutes,"Bands, Bodyweight, Dumbbells",Female,"Protein Powder, Women's Multi"
,,,,General Fitness,Full Body,Beginner,8 weeks,4,30-40 minutes,"Bands, Bodyweight, Dumbbells",Female,
,,,,Build Muscle,Single Muscle Group,Advanced,4 weeks,1,60-75 minutes,"Barbell, Cables, Dumbbells, Machines",Male,"ISOFLEX, Aminocuts, Impact Igniter"
,,,,Build Muscle,Split,Beginner,0 weeks,4,,"Barbell, Dumbbells, EZ Bar, Machines",Male & Female,
,,,,Build Muscle,Single Muscle Group,Intermediate,8 weeks,1,45-60 minutes,"Barbell, Cables, Dumbbells, EZ Bar, Machines",Male & Female,
,,,,Increase Strength,Split,Beginner,8 weeks,5,60 minutes,"Barbell, Cables, Dumbbells, Machines",Male & Female,"Protein, Multivitamins, Creatine, BCAAs (optional)"
,,,,General Fitness,Full Body,Beginner,6 weeks,4,60-75 minutes,"Barbell, Bodyweight, Dumbbells, Foam Roll",Male & Female,"NitroTech, NitroTech Crunch Bar, Platinum Fish Oil, Vapor (Optional)"
,,,,Build Muscle,Split,Intermediate,16 weeks,4,60-75 minutes,"Barbell, Bodyweight, Dumbbells, Machines",Male & Female,
,,,,Increase Strength,Split,Beginner,8 weeks,4,60 minutes,"Barbell, Cables, Dumbbells, Machines",Male & Female,"Protein Powder, Pre-Workout (optional), Multivitamin, Fish Oil, Creatine"
,,,,Increase Strength,Single Muscle Group,Beginner,12 weeks,3,30-45 minutes,Kettle Bells,Male & Female,"Protein Powder, Creatine Monohydrate, L-Carnitine, Fish Oil, Pre-Workout (Optional)"
,,,,Increase Strength,Split,Intermediate,8 weeks,4,60-75 minutes,"Barbell, Bodyweight, Cables, Dumbbells, EZ Bar, Machines",Male & Female,"Protein Powder, Preworkout, ZMA"
,,,,Increase Strength,Split,Beginner,4 weeks,4,60-90 minutes,"Bands, Barbell, Bodyweight, Cables, Dumbbells",Male & Female,
,,,,Build Muscle,Split,Intermediate,12 weeks,5,45-60 minutes,"Bodyweight, Dumbbells",Male & Female,"Whey Protein, Protein Bars (Optional), Multivitamin, Fish Oil"
,,,,Build Muscle,Full Body,Beginner,12 weeks,3,45-60 minutes,"Barbell, Bodyweight, Dumbbells",Male & Female,"Multivitamin, Pre-Workout, Creatine, Whey Protein, Casein Protein"
,,,,Build Muscle,Split,Intermediate,10 weeks,5,45-60 minutes,"Barbell, Bodyweight, Cables, Dumbbells, EZ Bar, Machines",Male & Female,"Whey Protein, Casein Protein, Creatine Monohydrate, Fish Oil"
,,,,Build Muscle,Full Body,Intermediate,8 weeks,3,75-90 minutes,"Barbell, Bodyweight, Cables, Dumbbells",Male & Female,"Protein Powder, Creatine, Carbs, ZMA, Beta-Alanine"
,,,,Build Muscle,Split,Intermediate,12 weeks,4,45-60 minutes,"Barbell, Dumbbells, Machines",Male & Female,"Whey Protein Powder, Creatine, Beta-Alanine, Citrulline Malate, Pre-Workout (optional)"
,,,,Build Muscle,Split,Intermediate,12 weeks,6,45-70 minutes,Dumbbells,Male & Female,"Whey Protein, Protein Bars (Optional), Multivitamin, Fish Oil"
,,,,Build Muscle,Split,Beginner,10 weeks,3,45 minutes,Dumbbells,Male & Female,"Multivitamin, Whey Protein, Pre-Workout (Optional)"
,,,,Build Muscle,Split,Intermediate,8 weeks,4,,"Barbell, Bodyweight, Cables, Dumbbells, Machines",Male & Female,"Protein, Multivitamins, BCAAs"
,,,,Build Muscle,Full Body,Beginner,8 weeks,3,45-70 minutes,"Bodyweight, Cables, Dumbbells, Machines",Male & Female,"Protein Powder, Multi Vitamin, Fish Oil, Creatine Monohydrate, Protein Bars"
,,,,Build Muscle,Split,Intermediate,10 weeks,5,60-90 minutes,"Barbell, Bodyweight, Cables, Dumbbells, EZ Bar, Machines",Male,"Whey Protein, Creatine, Beta-Alanine, Citrulline Malate, Multivitamin"
,,,,Build Muscle,Split,Intermediate,12 weeks,4,60 minutes,"Barbell, Cables, Dumbbells, EZ Bar, Machines",Male & Female,"Protein Powder, Pre-Workout (optional), Multivitamin, Fish Oil, Creatine Monohydrate"
,,,,Build Muscle,Split,Intermediate,8 weeks,5,65 minutes,"Barbell, Bodyweight, Dumbbells",Male & Female,"Protein Powder, Creatine Monohydrate, Multivitamin, Essential Fats (EFAs), Weight Gainer (Optional)"
,,,,Build Muscle,Split,Beginner,12 weeks,4,30-75 minutes,"Barbell, Bodyweight, Cables, Dumbbells, EZ Bar, Machines",Male & Female,"Protein Powder, Beta-Alanine, Citrulline Malate, Creatine, Multivitamin"
,,,,Build Muscle,Split,Intermediate,10 weeks,4,60-90 minutes,"Barbell, Bodyweight, Cables, Dumbbells",Female,"Protein Powder, Creatine Monohydrate, Women's Multi, Fish Oil, Pre-Workout (optional)"
,,,,Build Muscle,Split,Intermediate,8 weeks,4,45-70 minutes,"Barbell, Bodyweight, Cables, Dumbbells, Machines",Male & Female,"Whey Protein, Creatine, Vitamin D, Fish Oil"
,,,,Build Muscle,Split,Intermediate,12 weeks,5,45-70 minutes,"Barbell, Bodyweight, Cables, Dumbbells, Machines",Male & Female,
,,,,Build Muscle,Full Body,Beginner,12 weeks,3,30-45 minutes,"Barbell, Bodyweight, Cables, Dumbbells, Machines",Male & Female,"Whey Protein, Multivitamin, Fish Oil"
,,,,Build Muscle,Split,Advanced,12 weeks,5,45-60 minutes,"Barbell, Bodyweight, Cables, Dumbbells, Exercise Ball, Machines",Male & Female,
,,,,Build Muscle,Split,Intermediate,6 weeks,3,45 minutes,"Barbell, Bodyweight, Cables, Dumbbells, EZ Bar, Machines",Male & Female,"Whey Protein, Creatine, Mass Gainer (Optional)"
,,,,Build Muscle,Split,Advanced,12 weeks,4,50-75 minutes,"Bands, Barbell, Bodyweight, Cables, Dumbbells, Exercise Ball, Machines",Male,"Protein Powder, Creatine Monohydrate, Beta-Alanine, Fish Oil, Vitamin D"
,,,,Build Muscle,Split,Beginner,8 weeks,4,45-70 minutes,"Bodyweight, Cables, Dumbbells, EZ Bar, Machines",Male & Female,"Protein Powder, Multi Vitamin, Fish Oil, Creatine Monohydrate, Protein Bars"
,,,,Build Muscle,Split,Intermediate,8 weeks,5,60-90 minutes,"Barbell, Bodyweight, Cables, Dumbbells, EZ Bar, Machines",Male,"Protein Powder, Creatine Monohydrate, Multivitamin, Weight Gainer (optional), Pre-Workout (optional)"
,,,,Build Muscle,Split,Beginner,8 weeks,4,45-60 minutes,"Barbell, Bodyweight, Dumbbells, Machines",Male & Female,"Pre-Workout (optional), Creatine, Fish Oil, Casein Protein Powder, Whey Protein Powder, Sleep Enhancer"
,,,,Build Muscle,Single Muscle Group,Advanced,4 weeks,1,60-75 minutes,"Barbell, Cables, Dumbbells, Machines",Male,"ISOFLEX, Aminocuts, Impact Igniter"
,,,,Build Muscle,Single Muscle Group,Intermediate,8 weeks,1,45-60 minutes,"Barbell, Bodyweight, Cables, Dumbbells, Machines",Male & Female,
,,,,Build Muscle,Single Muscle Group,Intermediate,8 weeks,2,60-90 minutes,"Barbell, Bodyweight, Cables, Dumbbells",Male & Female,
,,,,Build Muscle,Single Muscle Group,Intermediate,8 weeks,1,45-60 minutes,"Dumbbells, Machines, Other",Male & Female,"IsoHD, One More Rep, Best BCAAs"
,,,,Build Muscle,Split,Beginner,8 weeks,5,60-90 minutes,"Barbell, Bodyweight, Dumbbells, Machines",Male & Female,
,,,,Lose Fat,Split,Beginner,12 weeks,5,45-60 minutes,"Barbell, Bodyweight, Cables, Dumbbells, EZ Bar, Machines",Female,"Whey Protein Isolate, Women's Multi, Fish Oil, Fat Burner (optional)"
,,,,Lose Fat,Full Body,Beginner,10 weeks,4,60-90 minutes,"Bands, Barbell, Bodyweight, Cables, Dumbbells, EZ Bar, Exercise Ball, Machines",Female,"Protein Powder, multi-vitamin, PreWorkout"
,,,,Build Muscle,Split,Intermediate,10 weeks,4,60-90 minutes,"Barbell, Bodyweight, Cables, Dumbbells",Female,"Protein Powder, Creatine Monohydrate, Women's Multi, Fish Oil, Pre-Workout (optional)"
,,,,Build Muscle,Split,Intermediate,12 weeks,6,45-75 minutes,"Barbell, Bodyweight, Cables, Dumbbells, Machines",Female,"Protein Powder, PreWorkout, MultiVitamin"
,,,,Build Muscle,Split,Beginner,8 weeks,4,20-60 minutes,Dumbbells,Female,"Whey Protein, Multivitamin, Fish Oil, Pre-Workout (optional)"
,,,,Build Muscle,Full Body,Beginner,8 weeks,3,60-90 minutes,"Barbell, Bodyweight, Cables, Dumbbells, Machines",Male & Female,
,,,,Lose Fat,Single Muscle Group,Beginner,8 weeks,2,15-30 minutes,Dumbbells,Female,
,,,,Build Muscle,Split,Intermediate,8 weeks,5,60-90 minutes,"Bands, Barbell, Bodyweight, Cables, Dumbbells, Machines, Other",Female,
,,,,Lose Fat,Split,Intermediate,12 weeks,5,30-90 minutes,"Barbell, Cables, Dumbbells, EZ Bar, Machines",Female,"Whey Protein Isolate, Women's Multi, Fish Oil, Fat Burner (optional)"
,,,,Lose Fat,Full Body,Beginner,4 weeks,3,30-45 minutes,"Bands, Bodyweight, Dumbbells",Female,"Protein Powder, Women's Multi"
,,,,Lose Fat,Split,Beginner,8 weeks,7,45-70 minutes,"Barbell, Bodyweight, Cables, Dumbbells, Machines",Female,"Whey Protein, Women's Multi"
,,,,Lose Fat,Split,Beginner,12 weeks,3,60-90 minutes,"Barbell, Bodyweight, Dumbbells, Kettle Bells, Machines",Male & Female,
,,,,Increase Strength,Split,Intermediate,8 weeks,4,60-90 minutes,"Barbell, Bodyweight, Cables, Dumbbells, Other",Female,"Whey Protein, Protein Bars, Multi-Vitamin"
,,,,Increase Strength,Full Body,Beginner,6 weeks,3,45-60 minutes,"Barbell, Bodyweight, Dumbbells, Machines, Other",Female,"Whey Protein Isolate, Women's Multi, Fish Oil"
,,,,General Fitness,Full Body,Beginner,8 weeks,4,30-40 minutes,"Bands, Bodyweight, Dumbbells",Female,
,,,,Lose Fat,Full Body,Intermediate,6 weeks,4,45-60 minutes,"Bodyweight, Dumbbells, Exercise Ball",Female,"Whey Protein Isolate, Women's Multi, Fish Oil, Fat Burner (optional)"
,,,,Build Muscle,Full Body,Beginner,4 weeks,3,45-60 minutes,"Bands, Barbell, Cables, Dumbbells, Machines",Female,
,,,,Build Muscle,Full Body,Beginner,8 weeks,3,60-90 minutes,"Bands, Barbell, Bodyweight, Cables, Dumbbells, Other",Female,
,,,,Build Muscle,Split,Beginner,8 weeks,4,60-75 minutes,"Barbell, Bodyweight, Cables, Dumbbells, EZ Bar, Machines",Female,
,,,,Lose Fat,Full Body,Beginner,6 weeks,3,45-60 minutes,"Barbell, Bodyweight, Dumbbells, Kettle Bells, Medicine Ball",Male & Female,"Protein Powder, Fat Burners, PreWorkout"
,,,,Increase Endurance,Full Body,Beginner,6 weeks,3,15-30 minutes,Bodyweight,Male & Female,Protein Powder (post-workout)
